,position,token,information_gain,total_ocurences,total_flaky_occurences,total_nonflaky_occurences
46,46,xaxis,0.015969984536417965,224,224,0
47,47,'exist',0.015969984536417958,224,224,0
48,48,yaxis,0.015969984536417958,224,224,0
49,49,toBeCloseToArray,0.015969984536417948,224,224,0
50,50,5,0.01558419526575729,266,256,10
51,51,Math,0.015565326101533434,226,224,2
52,52,span,0.015487400813617627,225,224,1
53,53,called,0.01546539145294478,235,224,11
54,54,service,0.015382180072522705,188,0,188
55,55,getBoundingClientRect,0.015352098180479378,225,224,1
56,56,20,0.01514462695169037,227,224,3
57,57,have,0.014747981102197348,242,224,18
58,58,resolve,0.014609244534907325,531,192,339
59,59,50,0.014397407874003992,228,224,4
60,60,res,0.014289126516576359,360,64,296
61,61,let,0.013923837676502565,357,320,37
62,62,equal,0.013776630739111423,427,352,75
63,63,4,0.013672670295031063,271,256,15
64,64,range,0.013654249547715974,192,192,0
65,65,_fullLayout,0.01365424954771597,192,192,0
66,66,contains,0.01365424954771597,192,192,0
67,67,been,0.013654249547715963,192,192,0
68,68,scratch,0.013654249547715963,192,192,0
69,69,waitFor,0.013535531606368067,204,192,12
70,70,text,0.013528966334886587,578,256,322
71,71,toBe,0.013328714523612267,1340,832,508
72,72,delay,0.013235295357519316,232,224,8
73,73,result,0.013082221277008869,287,32,255
74,74,eval,0.012981112343806098,241,96,145
75,75,find,0.012924873734911647,197,192,5
76,76,Foo,0.012495081125317324,197,192,5
77,77,trigger,0.011937089047478552,246,224,22
78,78,'have.length',0.011350148442041033,160,160,0
79,79,_mock,0.011350148442041033,160,160,0
80,80,Lib,0.011350148442041023,160,160,0
81,81,componentInstance,0.011350148442041023,160,160,0
82,82,extendDeep,0.011350148442041023,160,160,0
83,83,j,0.011350148442041023,160,160,0
84,84,componentDidUnmount,0.011350148442041016,160,160,0
85,85,msg,0.011336295300288008,166,160,6
86,86,document,0.011316176198290433,306,256,50
87,87,body,0.011265769771231171,264,224,40
88,88,spy,0.011170654752463203,341,192,149
89,89,expected,0.011107860105423003,160,128,32
90,90,user,0.0111000964588716,163,160,3
91,91,html,0.010930870339368907,262,32,230
92,92,800,0.010868333980426657,161,160,1
93,93,10,0.010819295744282163,203,192,11
94,94,length,0.01060916160831351,299,256,43
95,95,check,0.010512904264711456,149,64,85
96,96,window,0.010414758226022594,165,160,5
97,97,a,0.009759004384495482,147,32,115
98,98,actions,0.009607566274701437,154,96,58
99,99,wrapper,0.009593138558635528,167,160,7
100,100,not,0.009534984051067561,333,256,77
101,101,`${,0.009368669000464035,185,160,25
102,102,null,0.00922991023093965,229,192,37
103,103,height,0.00915009193047236,169,160,9
104,104,floor,0.009136625181990569,129,128,1
105,105,'time-machine-submit-button',0.009057560714815383,128,128,0
106,106,_fullData,0.009057560714815383,128,128,0
107,107,componentWillUnmount,0.009057560714815383,128,128,0
108,108,toBeWithin,0.009057560714815383,128,128,0
109,109,within,0.009057560714815383,128,128,0
110,110,mockCopy,0.00905756071481538,128,128,0
111,111,plot,0.00905756071481538,128,128,0
112,112,150,0.009057560714815373,128,128,0
113,113,Overlay,0.009057560714815373,128,128,0
114,114,difference,0.009057560714815373,128,128,0
115,115,marker,0.009057560714815373,128,128,0
116,116,mouseTo,0.009057560714815373,128,128,0
117,117,orgs,0.009057560714815373,128,128,0
118,118,relayout,0.009057560714815373,128,128,0
119,119,selectors,0.009057560714815373,128,128,0
120,120,bottom,0.009057560714815366,128,128,0
121,121,t,0.009037208500077387,161,128,33
122,122,args,0.008995694251257614,168,160,8
123,123,url,0.008988750220158537,213,32,181
124,124,item,0.008915672726410905,171,160,11
125,125,catch,0.008729566562625848,130,128,2
126,126,new,0.008672544196384887,553,224,329
127,127,props,0.008597341900362963,264,224,40
128,128,proto,0.008501354366092884,129,128,1
129,129,tooltip,0.008380378349174175,108,32,76
130,130,toEqual,0.008257202787688045,640,352,288
131,131,mock,0.008243430672107019,130,128,2
132,132,wait,0.008243430672107012,130,128,2
133,133,context,0.00817419175684672,166,64,102
134,134,200,0.008081857941303502,273,224,49
135,135,on,0.007849375107004857,145,32,113
136,136,elementByCss,0.007834310603439316,260,96,164
137,137,states,0.007631943449701056,94,0,94
138,138,foo,0.007592378126133404,215,160,55
139,139,}`,0.007578472839557777,217,192,25
140,140,input,0.00726963298188011,158,128,30
141,141,forEach,0.0072421753363583995,133,128,5
142,142,fn,0.007223043916575212,89,0,89
143,143,event,0.007141304117042705,88,0,88
144,144,'success',0.007082977263138307,98,32,66
145,145,Helmet,0.006999912359267481,142,32,110
146,146,child,0.006987059831296275,95,64,31
147,147,password,0.006935272066794989,98,96,2
148,148,'body',0.0069352720667949785,98,96,2
149,149,render,0.006866145491024857,181,160,21
150,150,16,0.006855813503704568,97,96,1
151,151,total,0.006855813503704568,97,96,1
152,152,'y',0.006855813503704565,97,96,1
153,153,13,0.006855813503704565,97,96,1
154,154,ctx,0.006814478456800507,84,0,84
155,155,'@org',0.006776367786465086,96,96,0
156,156,'@orgSetup',0.006776367786465086,96,96,0
157,157,1.5,0.006776367786465086,96,96,0
158,158,Organization,0.006776367786465086,96,96,0
159,159,_hover,0.006776367786465086,96,96,0
160,160,bBox,0.006776367786465086,96,96,0
161,161,day,0.006776367786465086,96,96,0
162,162,firstElementChild,0.006776367786465086,96,96,0
163,163,heroesList,0.006776367786465086,96,96,0
164,164,orgId,0.006776367786465086,96,96,0
165,165,scrollContainer,0.006776367786465086,96,96,0
166,166,xhr,0.006776367786465086,96,96,0
167,167,'be.visible',0.0067763677864650824,96,96,0
168,168,'rootId: 1',0.0067763677864650824,96,96,0
169,169,'x',0.0067763677864650824,96,96,0
170,170,dragmode,0.0067763677864650824,96,96,0
171,171,evaluate,0.0067763677864650824,96,96,0
172,172,fail,0.0067763677864650824,96,96,0
173,173,fig,0.0067763677864650824,96,96,0
174,174,getText,0.0067763677864650824,96,96,0
175,175,keyCode,0.0067763677864650824,96,96,0
176,176,toSnapshot,0.0067763677864650824,96,96,0
177,177,'include',0.0067763677864650755,96,96,0
178,178,'pathname',0.0067763677864650755,96,96,0
179,179,'plot',0.0067763677864650755,96,96,0
180,180,'scattergl',0.0067763677864650755,96,96,0
181,181,'transitionAxes',0.0067763677864650755,96,96,0
182,182,'transitionFromReact',0.0067763677864650755,96,96,0
183,183,0.01,0.0067763677864650755,96,96,0
184,184,0.5,0.0067763677864650755,96,96,0
185,185,Plots,0.0067763677864650755,96,96,0
186,186,Simulate,0.0067763677864650755,96,96,0
187,187,TestUtils,0.0067763677864650755,96,96,0
188,188,_basePlotModules,0.0067763677864650755,96,96,0
189,189,assertSpies,0.0067763677864650755,96,96,0
190,190,autorange,0.0067763677864650755,96,96,0
191,191,capture,0.0067763677864650755,96,96,0
192,192,centerX,0.0067763677864650755,96,96,0
193,193,centerY,0.0067763677864650755,96,96,0
194,194,colorbar,0.0067763677864650755,96,96,0
195,195,copyM,0.0067763677864650755,96,96,0
196,196,datePicker,0.0067763677864650755,96,96,0
197,197,describe,0.0067763677864650755,96,96,0
198,198,drag,0.0067763677864650755,96,96,0
199,199,each,0.0067763677864650755,96,96,0
200,200,gemini,0.0067763677864650755,96,96,0
201,201,keyDown,0.0067763677864650755,96,96,0
202,202,methods,0.0067763677864650755,96,96,0
203,203,navigate,0.0067763677864650755,96,96,0
204,204,nodeInput,0.0067763677864650755,96,96,0
205,205,option,0.0067763677864650755,96,96,0
206,206,renderer,0.0067763677864650755,96,96,0
207,207,restyle,0.0067763677864650755,96,96,0
208,208,sortAttributes,0.0067763677864650755,96,96,0
209,209,strictEqual,0.0067763677864650755,96,96,0
210,210,suite,0.0067763677864650755,96,96,0
211,211,taskName,0.0067763677864650755,96,96,0
212,212,testFormat,0.0067763677864650755,96,96,0
213,213,triggerHeight,0.0067763677864650755,96,96,0
214,214,color,0.006772261387839016,103,96,7
215,215,any,0.006759169639017744,88,32,56
216,216,setTimeout,0.006747048448992329,138,128,10
217,217,node,0.0066080918573758595,100,96,4
218,218,val,0.006599131762353747,106,96,10
219,219,'a',0.006596852840973028,92,32,60
220,220,name,0.006471909866461841,194,128,66
221,221,react,0.006374775732644682,98,96,2
222,222,'bar',0.0063463493411679665,94,64,30
223,223,Number,0.006295317169554261,97,96,1
224,224,fontSize,0.006295317169554261,97,96,1
225,225,15,0.006251611015755355,97,96,1
226,226,children,0.006203370830104398,152,128,24
227,227,state,0.006174459535921689,235,96,139
228,228,6,0.006142603882018314,102,96,6
229,229,duration,0.0061101023351570576,98,96,2
230,230,container,0.0060794249927643325,143,128,15
231,231,width,0.006061346290034282,107,96,11
232,232,size,0.006042471699040311,99,96,3
233,233,toMatch,0.006010693582798567,121,64,57
234,234,500,0.00596300028575732,98,96,2
235,235,div,0.005940981908247725,623,416,207
236,236,initial,0.005878511069990881,118,32,86
237,237,be,0.005748142372008018,111,96,15
238,238,client,0.005703437857921226,99,96,3
239,239,location,0.0056290774142897584,99,96,3
240,240,el,0.005568656194350601,105,64,41
241,241,Promise,0.005534735551817577,103,96,7
242,242,tooltipEl,0.0055093073179314,68,0,68
243,243,'b',0.00546599789708173,72,32,40
244,244,jasmine,0.00538524444108313,75,64,11
245,245,this,0.0053597849641952595,156,96,60
246,246,toBeDefined,0.005305289738650927,74,64,10
247,247,headers,0.0051835459553170055,64,0,64
248,248,nextState,0.005183545955317004,64,0,64
249,249,index,0.0051454191093724955,72,64,8
250,250,require,0.005065503173796585,71,64,7
251,251,1024,0.004985600151778328,70,64,6
252,252,title,0.00495780122827888,111,64,47
253,253,value,0.0049408186248472655,165,64,101
254,254,slice,0.004935054906715444,104,96,8
255,255,add,0.004905710038957964,69,64,5
256,256,toHaveBeenCalled,0.004901290916840665,65,32,33
257,257,key,0.004868259106364809,91,64,27
258,258,status,0.004776642328656362,59,0,59
259,259,p,0.004740063755586487,63,32,31
260,260,30,0.004666117112128842,66,64,2
261,261,7,0.004666117112128842,66,64,2
262,262,9,0.004666117112128842,66,64,2
263,263,clear,0.004666117112128842,66,64,2
264,264,else,0.004666117112128842,66,64,2
265,265,z,0.004666117112128842,66,64,2
266,266,success,0.004666117112128835,66,64,2
267,267,logs,0.004659283218853666,72,64,8
268,268,target,0.004646689262428623,97,64,33
269,269,prototype,0.004640042342897107,76,64,12
270,270,action,0.004613973497229662,57,0,57
271,271,element,0.0045945616222462776,79,64,15
272,272,exp,0.004586278592554257,65,64,1
273,273,toBeGreaterThan,0.004586278592554257,65,64,1
274,274,toggleButton,0.004586278592554257,65,64,1
275,275,calledWith,0.00458627859255425,65,64,1
276,276,num,0.00458627859255425,65,64,1
277,277,send,0.004532658910488471,56,0,56
278,278,"
            ",0.004506452960413791,64,64,0
279,279,"
                ",0.004506452960413791,64,64,0
280,280,$$,0.004506452960413791,64,64,0
281,281,'.gl-canvas-context',0.004506452960413791,64,64,0
282,282,'ArrowLeft',0.004506452960413791,64,64,0
283,283,'Enter',0.004506452960413791,64,64,0
284,284,'call',0.004506452960413791,64,64,0
285,285,'contain',0.004506452960413791,64,64,0
286,286,'dragmode',0.004506452960413791,64,64,0
287,287,'flux-editor',0.004506452960413791,64,64,0
288,288,'lasso',0.004506452960413791,64,64,0
289,289,'pan',0.004506452960413791,64,64,0
290,290,'select',0.004506452960413791,64,64,0
291,291,'user',0.004506452960413791,64,64,0
292,292,'visible',0.004506452960413791,64,64,0
293,293,'xaxis.range',0.004506452960413791,64,64,0
294,294,33,0.004506452960413791,64,64,0
295,295,35,0.004506452960413791,64,64,0
296,296,350,0.004506452960413791,64,64,0
297,297,37,0.004506452960413791,64,64,0
298,298,450,0.004506452960413791,64,64,0
299,299,600,0.004506452960413791,64,64,0
300,300,Inner,0.004506452960413791,64,64,0
301,301,Outer,0.004506452960413791,64,64,0
302,302,Registry,0.004506452960413791,64,64,0
303,303,_click,0.004506452960413791,64,64,0
304,304,admin,0.004506452960413791,64,64,0
305,305,applyFilters,0.004506452960413791,64,64,0
306,306,assertSelectedPoints,0.004506452960413791,64,64,0
307,307,bucket,0.004506452960413791,64,64,0
308,308,calledOnce,0.004506452960413791,64,64,0
309,309,defaults,0.004506452960413791,64,64,0
310,310,desc,0.004506452960413791,64,64,0
311,311,dimensions,0.004506452960413791,64,64,0
312,312,doRender,0.004506452960413791,64,64,0
313,313,eq,0.004506452960413791,64,64,0
314,314,eventData,0.004506452960413791,64,64,0
315,315,expectedExtraScroll,0.004506452960413791,64,64,0
316,316,failTest,0.004506452960413791,64,64,0
317,317,font,0.004506452960413791,64,64,0
318,318,formMonkey,0.004506452960413791,64,64,0
319,319,format,0.004506452960413791,64,64,0
320,320,getCssValue,0.004506452960413791,64,64,0
321,321,label,0.004506452960413791,64,64,0
322,322,mock1,0.004506452960413791,64,64,0
323,323,mount,0.004506452960413791,64,64,0
324,324,navBarPage,0.004506452960413791,64,64,0
325,325,numLines,0.004506452960413791,64,64,0
326,326,ordering,0.004506452960413791,64,64,0
327,327,orgID,0.004506452960413791,64,64,0
328,328,overlayPane,0.004506452960413791,64,64,0
329,329,precision,0.004506452960413791,64,64,0
330,330,relayoutCallback,0.004506452960413791,64,64,0
331,331,rerender,0.004506452960413791,64,64,0
332,332,scenarioName,0.004506452960413791,64,64,0
333,333,select,0.004506452960413791,64,64,0
334,334,selectedValue,0.004506452960413791,64,64,0
335,335,selectedpoints,0.004506452960413791,64,64,0
336,336,shiftKey,0.004506452960413791,64,64,0
337,337,signInPage,0.004506452960413791,64,64,0
338,338,sinon,0.004506452960413791,64,64,0
339,339,token,0.004506452960413791,64,64,0
340,340,traceType,0.004506452960413791,64,64,0
341,341,waitUntilDisplayed,0.004506452960413791,64,64,0
342,342,which,0.004506452960413791,64,64,0
343,343,x0,0.004506452960413791,64,64,0
344,344,xy,0.004506452960413791,64,64,0
345,345,y0,0.004506452960413791,64,64,0
346,346,$eval,0.004506452960413784,64,64,0
347,347,'.react-monaco-editor-container',0.004506452960413784,64,64,0
348,348,'.ring-select',0.004506452960413784,64,64,0
349,349,'.table-graph-cell__sort-asc',0.004506452960413784,64,64,0
350,350,'.table-graph-cell__sort-desc',0.004506452960413784,64,64,0
351,351,'2',0.004506452960413784,64,64,0
352,352,'3',0.004506452960413784,64,64,0
353,353,'[data-test=ring-popup]',0.004506452960413784,64,64,0
354,354,'_value-table-header',0.004506452960413784,64,64,0
355,355,'cubic-in-out',0.004506452960413784,64,64,0
356,356,'dashboard-card',0.004506452960413784,64,64,0
357,357,'data-column-index',0.004506452960413784,64,64,0
358,358,'not.exist',0.004506452960413784,64,64,0
359,359,'selectPopup',0.004506452960413784,64,64,0
360,360,'task-card',0.004506452960413784,64,64,0
361,361,190,0.004506452960413784,64,64,0
362,362,24,0.004506452960413784,64,64,0
363,363,Infinity,0.004506452960413784,64,64,0
364,364,Mutation,0.004506452960413784,64,64,0
365,365,THEME,0.004506452960413784,64,64,0
366,366,TYPE_DELAY,0.004506452960413784,64,64,0
367,367,VIEWPORT,0.004506452960413784,64,64,0
368,368,actualSpaceAboveSelectedItem,0.004506452960413784,64,64,0
369,369,assertAxAutorange,0.004506452960413784,64,64,0
370,370,attributes,0.004506452960413784,64,64,0
371,371,ceil,0.004506452960413784,64,64,0
372,372,columnIndex,0.004506452960413784,64,64,0
373,373,desktop,0.004506452960413784,64,64,0
374,374,dev,0.004506452960413784,64,64,0
375,375,driver,0.004506452960413784,64,64,0
376,376,easing,0.004506452960413784,64,64,0
377,377,eql,0.004506452960413784,64,64,0
378,378,focused,0.004506452960413784,64,64,0
379,379,force,0.004506452960413784,64,64,0
380,380,formField,0.004506452960413784,64,64,0
381,381,getAttributes,0.004506452960413784,64,64,0
382,382,goalType,0.004506452960413784,64,64,0
383,383,gridItem,0.004506452960413784,64,64,0
384,384,hero,0.004506452960413784,64,64,0
385,385,idealScrollTop,0.004506452960413784,64,64,0
386,386,idealSpaceAboveSelectedItem,0.004506452960413784,64,64,0
387,387,interaction,0.004506452960413784,64,64,0
388,388,isNaN,0.004506452960413784,64,64,0
389,389,light,0.004506452960413784,64,64,0
390,390,lineHeightEm,0.004506452960413784,64,64,0
391,391,mobile,0.004506452960413784,64,64,0
392,392,mouseMove,0.004506452960413784,64,64,0
393,393,newLabelName,0.004506452960413784,64,64,0
394,394,overlayBottom,0.004506452960413784,64,64,0
395,395,preparePageForSnapshot,0.004506452960413784,64,64,0
396,396,readPixel,0.004506452960413784,64,64,0
397,397,returned,0.004506452960413784,64,64,0
398,398,selectItemHeight,0.004506452960413784,64,64,0
399,399,selectMenuHeight,0.004506452960413784,64,64,0
400,400,selectMenuViewportPadding,0.004506452960413784,64,64,0
401,401,selectedIndex,0.004506452960413784,64,64,0
402,402,setCaptureElements,0.004506452960413784,64,64,0
403,403,setUrl,0.004506452960413784,64,64,0
404,404,simulate,0.004506452960413784,64,64,0
405,405,snapshot,0.004506452960413784,64,64,0
406,406,snapshotConfig,0.004506452960413784,64,64,0
407,407,toBeCloseTo2DArray,0.004506452960413784,64,64,0
408,408,top,0.004506452960413784,64,64,0
409,409,triggerBottom,0.004506452960413784,64,64,0
410,410,wrap,0.004506452960413784,64,64,0
411,411,x1,0.004506452960413784,64,64,0
412,412,y1,0.004506452960413784,64,64,0
413,413,jQueryMock,0.004451357537073718,55,0,55
414,414,output,0.004451357537073708,55,0,55
415,415,'show',0.004355366914598115,72,32,40
416,416,carousel,0.004288794412242379,53,0,53
417,417,documentElement,0.004209550128978773,111,96,15
418,418,response,0.004207532651848651,52,0,52
419,419,first,0.004185472189338929,67,64,3
420,420,join,0.004176179863158777,56,32,24
421,421,count,0.0041065065092769065,236,160,76
422,422,items,0.004105620777978538,66,64,2
423,423,'ArrowDown',0.0041001427020354204,65,64,1
424,424,'admin',0.0041001427020354204,65,64,1
425,425,40,0.0041001427020354204,65,64,1
426,426,Component,0.0041001427020354204,65,64,1
427,427,ok,0.0041001427020354204,65,64,1
428,428,reverse,0.0041001427020354204,65,64,1
429,429,update,0.0041001427020354204,65,64,1
430,430,instance,0.004095677174791784,55,32,23
431,431,code,0.004045048712679007,50,0,50
432,432,push,0.004039596578310751,184,128,56
433,433,mode,0.004025782258403953,65,64,1
434,434,prev,0.004025782258403953,65,64,1
435,435,initialState,0.003963826524940829,49,0,49
436,436,TypesMeta,0.003963826524940824,49,0,49
437,437,modal,0.003963826524940822,49,0,49
438,438,deep,0.003949524424773108,111,96,15
439,439,"
				",0.003920798791851312,67,64,3
440,440,'red',0.003920798791851312,67,64,3
441,441,'function',0.0038535610499435095,68,64,4
442,442,regex,0.0038535610499435026,68,64,4
443,443,'right',0.003840947380490921,66,64,2
444,444,Set,0.003840947380490921,66,64,2
445,445,waitForElementByCss,0.003811281942347081,145,64,81
446,446,btnDropdown,0.003801421690758245,47,0,47
447,447,scrollTo,0.0037736967424515603,67,64,3
448,448,carouselEl,0.003720239035369121,46,0,46
449,449,res2,0.0036390695484827323,45,0,45
450,450,start,0.0036129344179288495,49,32,17
451,451,load,0.00355791322563297,44,0,44
452,452,toHaveClass,0.00355791322563297,44,0,44
453,453,values,0.003545375836713707,83,64,19
454,454,getAttribute,0.003508423326817559,128,64,64
455,455,cheerio,0.0034767700623514284,43,0,43
456,456,modalEl,0.003476770062351426,43,0,43
457,457,'c',0.003448574978483332,53,32,21
458,458,'FOO',0.0033956400541758454,42,0,42
459,459,addEventListener,0.0033407684296540277,138,32,106
460,460,fetchViaHTTP,0.003314523196643543,41,0,41
461,461,o,0.0032913659463875682,45,32,13
462,462,href,0.003233419485295333,40,0,40
463,463,and,0.00321281047794055,119,96,23
464,464,'green',0.0032110062923803202,44,32,12
465,465,'keydown',0.0031875779816066003,70,64,6
466,466,innerHTML,0.0031875779816066003,70,64,6
467,467,toBeNull,0.003152328915674551,39,0,39
468,468,existingTags,0.0031523289156745495,39,0,39
469,469,__dirname,0.003130659615155332,43,32,11
470,470,query,0.003130659615155332,43,32,11
471,471,Parent,0.0031306596151553312,43,32,11
472,472,css,0.003050325910332775,42,32,10
473,473,button,0.0030463869224231343,48,32,16
474,474,set,0.0030444021055158277,75,64,11
475,475,observable,0.002990187183801245,37,0,37
476,476,'p',0.0029700051735342594,41,32,9
477,477,fetch,0.0029091360126441215,36,0,36
478,478,cliOutput,0.0028911560635389195,67,32,35
479,479,ref,0.0028896974003848434,40,32,8
480,480,300,0.0028896974003848426,40,32,8
481,481,_,0.0028896974003848426,40,32,8
482,482,description,0.002884406499190124,75,64,11
483,483,basePath,0.0028736843465392873,91,64,27
484,484,toBeTruthy,0.0028280979654106177,35,0,35
485,485,"
                        ",0.0028280979654106125,35,0,35
486,486,callback,0.0028094025865105805,39,32,7
487,487,'</div>',0.0028094025865105796,39,32,7
488,488,map,0.002805230055868732,45,32,13
489,489,selector,0.0027643381868111064,70,64,6
490,490,$2,0.0027470730376548845,34,0,34
491,491,model,0.0027470730376548836,34,0,34
492,492,b,0.002747073037654883,34,0,34
493,493,match,0.002745375854871517,73,64,9
494,494,'left',0.0027291207275414653,38,32,6
495,495,comp,0.0027291207275414653,38,32,6
496,496,createElement,0.0027291207275414653,38,32,6
497,497,opts,0.0027291207275414653,38,32,6
498,498,stringify,0.0027291207275414653,38,32,6
499,499,spyOn,0.0026660612249366014,33,0,33
500,500,e,0.0026651976820500347,138,96,42
501,501,'yellow',0.0026488518191102716,37,32,5
502,502,appPort,0.0026488518191102716,37,32,5
503,503,createSpy,0.0026488518191102716,37,32,5
504,504,toHaveBeenCalledTimes,0.0026488518191102716,37,32,5
505,505,events,0.0025850625228113202,32,0,32
506,506,replace,0.002568595856847714,36,32,4
507,507,'#link',0.0025685958568477138,36,32,4
508,508,'next',0.0025685958568477138,36,32,4
509,509,fontFamily,0.0025685958568477138,36,32,4
510,510,hasClass,0.0025685958568477138,36,32,4
511,511,invoke,0.002564190019813938,42,32,10
512,512,mobx,0.0025641900198139374,42,32,10
513,513,string,0.002504076926843698,31,0,31
514,514,42,0.002504076926843698,31,0,31
515,515,s,0.0025040769268436965,31,0,31
516,516,'div',0.002488352836390451,35,32,3
517,517,alt,0.002488352836390451,35,32,3
518,518,focus,0.002488352836390451,35,32,3
519,519,from,0.002488352836390451,35,32,3
520,520,keyboard,0.002488352836390451,35,32,3
521,521,links,0.002488352836390451,35,32,3
522,522,nodes,0.002488352836390451,35,32,3
523,523,trace,0.002488352836390451,35,32,3
524,524,webdriver,0.002488352836390451,35,32,3
525,525,offCanvasEl,0.002423104432596173,30,0,30
526,526,offCanvas,0.0024231044325961717,30,0,30
527,527,'.tooltip',0.0024081227533759714,34,32,2
528,528,'g',0.0024081227533759714,34,32,2
529,529,"'rgb(255, 0, 0)'",0.0024081227533759714,34,32,2
530,530,12,0.0024081227533759714,34,32,2
531,531,doc,0.0024081227533759714,34,32,2
532,532,placement,0.0024035615098660073,40,32,8
533,533,includes,0.0023966365859955864,74,64,10
534,534,1000,0.0023858365607423992,44,32,12
535,535,toContain,0.002362968078835922,103,32,71
536,536,file,0.0023421450356387336,29,0,29
537,537,ev,0.0023421450356387328,29,0,29
538,538,c,0.0023310292917162905,50,32,18
539,539,'blue',0.0023279056034488706,33,32,1
540,540,'four',0.0023279056034488706,33,32,1
541,541,'pages',0.0023279056034488706,33,32,1
542,542,10000,0.0023279056034488706,33,32,1
543,543,Array,0.0023279056034488706,33,32,1
544,544,all,0.0023279056034488706,33,32,1
545,545,close,0.0023279056034488706,33,32,1
546,546,finally,0.0023279056034488706,33,32,1
547,547,hover,0.0023279056034488706,33,32,1
548,548,icon,0.0023279056034488706,33,32,1
549,549,isRequired,0.0023279056034488706,33,32,1
550,550,pos,0.0023279056034488706,33,32,1
551,551,position,0.0023279056034488706,33,32,1
552,552,run2,0.0023279056034488706,33,32,1
553,553,scrollIntoView,0.0023279056034488706,33,32,1
554,554,scrollPositionMemories,0.0023279056034488706,33,32,1
555,555,scrollX,0.0023279056034488706,33,32,1
556,556,scrollY,0.0023279056034488706,33,32,1
557,557,self,0.0023279056034488706,33,32,1
558,558,settings,0.0023279056034488706,33,32,1
559,559,testCase,0.0023279056034488706,33,32,1
560,560,toBeCloseTo,0.0023279056034488706,33,32,1
561,561,try,0.0023279056034488706,33,32,1
562,562,'one',0.002305489883517411,43,32,11
563,563,for,0.0022680903502869804,73,64,9
564,564,obj,0.002261198731537316,28,0,28
565,565,paths,0.002261198731537316,28,0,28
566,566,A,0.0022611987315373154,28,0,28
567,567,"
		",0.0022477013822477486,32,32,0
568,568,"
  ",0.0022477013822477486,32,32,0
569,569,"
    ",0.0022477013822477486,32,32,0
570,570,"
      ",0.0022477013822477486,32,32,0
571,571,"
        ",0.0022477013822477486,32,32,0
572,572,"""ArrowLeft""",0.0022477013822477486,32,32,0
573,573,"""div""",0.0022477013822477486,32,32,0
574,574,"""es""",0.0022477013822477486,32,32,0
575,575,"""steplist""",0.0022477013822477486,32,32,0
576,576,"""stuff""",0.0022477013822477486,32,32,0
577,577,"""text""",0.0022477013822477486,32,32,0
578,578,$CM,0.0022477013822477486,32,32,0
579,579,$cm,0.0022477013822477486,32,32,0
580,580,$el,0.0022477013822477486,32,32,0
581,581,$iframe,0.0022477013822477486,32,32,0
582,582,$span,0.0022477013822477486,32,32,0
583,583,$table,0.0022477013822477486,32,32,0
584,584,'#FF0000',0.0022477013822477486,32,32,0
585,585,'#dynamic-tt-test',0.0022477013822477486,32,32,0
586,586,'#something-else-link',0.0022477013822477486,32,32,0
587,587,'#something-else-page',0.0022477013822477486,32,32,0
588,588,'(call #',0.0022477013822477486,32,32,0
589,589,') ',0.0022477013822477486,32,32,0
590,590,'../',0.0022477013822477486,32,32,0
591,591,'.CodeMirror',0.0022477013822477486,32,32,0
592,592,'.cf-button',0.0022477013822477486,32,32,0
